session	optimize	depth	controllers	survivors	episodes	noise	initial_value	variance	session_seed	game_seed	name	generation	type	game_num	repetition	landing_height	eroded_cells	row_trans	col_trans	pits	cuml_wells	landing_height_norm	eroded_cells_norm	row_trans_norm	col_trans_norm	pits_norm	cuml_wells_norm	landing_height_var	eroded_cells_var	row_trans_var	col_trans_var	pits_var	cuml_wells_var	lines	l1	l2	l3	l4	score	level	eps
2017-06-01_16-13-08	lines	80	100	10	-1	4	0	100	1496333588.2	56543	G1_66	1	search	66	1	35.7570140407	54.2272679902	135.275079048	-44.823727258	66.9243183967	-169.475030611	0.210986915959	0.319972020625	0.798200646784	-0.264485730413	0.394891909182	-1.0							0	0	0	0	0	0	0	23
2017-06-01_16-13-08	lines	80	100	10	-1	4	0	100	1496333588.2	29543	G1_67	1	search	67	1	41.6538478348	-42.6079890491	-22.4069303802	-118.158069588	1.87345495456	-151.79267102	0.27441277339	-0.280698592119	-0.147615363968	-0.778417487445	0.0123421963787	-1.0							2	2	0	0	0	80	0	38
2017-06-01_16-13-08	lines	80	100	10	-1	4	0	100	1496333588.2	53191	G1_68	1	search	68	1	48.6980932963	-170.125844046	24.0185091777	-55.6761555304	227.75299723	6.00823543586	0.213819769174	-0.746975214883	0.105458586582	-0.244458497616	1.0	0.02638048899							0	0	0	0	0	0	0	19
2017-06-01_16-13-08	lines	80	100	10	-1	4	0	100	1496333588.2	81109	G1_69	1	search	69	1	36.2064954675	24.4112338647	-2.98597525287	124.103358521	26.0319752112	-105.357103671	0.291744686841	0.196700831917	-0.0240603903751	1.0	0.209760440986	-0.848946434057							0	0	0	0	0	0	0	27
2017-06-01_16-13-08	lines	80	100	10	-1	4	0	100	1496333588.2	67184	G1_70	1	search	70	1	-166.669609859	90.9792543946	43.1059414087	-150.753447604	131.229934384	-33.7396032522	-1.0	0.545865886838	0.258631081246	-0.904504712834	0.787365702095	-0.202434044699							0	0	0	0	0	0	0	33
2017-06-01_16-13-08	lines	80	100	10	-1	4	0	100	1496333588.2	42331	G1_71	1	search	71	1	168.994488936	-94.031065514	-118.045149068	58.228609149	-207.905725538	-54.055713411	0.812841919087	-0.452277421753	-0.567782098171	0.280072176937	-1.0	-0.26000108112							5	5	0	0	0	200	0	50
2017-06-01_16-13-08	lines	80	100	10	-1	4	0	100	1496333588.2	81884	G1_72	1	search	72	1	-31.1401285723	-85.5634350186	64.2560772917	6.23040395615	15.6441153232	-32.0855096821	-0.363942010574	-1.0	0.75097589616	0.072816197185	0.182836457183	-0.374990902073							0	0	0	0	0	0	0	25
2017-06-01_16-13-08	lines	80	100	10	-1	4	0	100	1496333588.2	40477	G1_73	1	search	73	1	-50.4590168014	100.386882778	-104.213909414	157.599803667	-55.580695659	-4.06234066728	-0.320171825265	0.63697339998	-0.661256594165	1.0	-0.352669828045	-0.0257763053809							0	0	0	0	0	0	0	36
2017-06-01_16-13-08	lines	80	100	10	-1	4	0	100	1496333588.2	72726	G1_74	1	search	74	1	52.5024040102	-97.3031830178	1.5465585586	55.6690501334	-54.3555175149	-87.7157304141	0.539575401152	-1.0	0.0158942237102	0.572119517644	-0.558620137893	-0.901468253079							1	1	0	0	0	40	0	35
2017-06-01_16-13-08	lines	80	100	10	-1	4	0	100	1496333588.2	93456	G1_75	1	search	75	1	-158.771248065	-17.6402314886	-105.251441382	-38.8379939617	141.380711375	-50.9209473986	-1.0	-0.111104697504	-0.662912477323	-0.244616039964	0.890467972623	-0.320718946404							3	3	0	0	0	120	0	42
2017-06-01_16-13-08	lines	80	100	10	-1	4	0	100	1496333588.2	57596	G1_76	1	search	76	1	-250.294912593	46.6582199382	30.9959568536	42.9232514556	-80.4312723864	132.817204322	-1.0	0.186412977615	0.123837742176	0.171490706747	-0.321346013602	0.530642844261							0	0	0	0	0	0	0	31
2017-06-01_16-13-08	lines	80	100	10	-1	4	0	100	1496333588.2	56337	G1_77	1	search	77	1	113.801808186	98.7230424832	-38.8111732894	48.73507195	121.136798839	-146.734729237	0.775561510064	0.672799431985	-0.26449889192	0.33213045203	0.825549612344	-1.0							1	1	0	0	0	40	0	28
2017-06-01_16-13-08	lines	80	100	10	-1	4	0	100	1496333588.2	87774	G1_78	1	search	78	1	-11.1746441041	180.15223016	-84.5056356641	-115.451875433	-110.747118576	-22.1254288734	-0.0620288968623	1.0	-0.469079042702	-0.640857320115	-0.61474186846	-0.122815181659							19892	13431	2679	301	50	946519940	1989	49773
2017-06-01_16-13-08	lines	80	100	10	-1	4	0	100	1496333588.2	91855	G1_79	1	search	79	1	48.7698862029	31.8404111891	156.23151609	27.3973080672	-148.969134494	45.4516698695	0.312164199794	0.203802740868	1.0	0.175363516612	-0.953515258776	0.290925102738							0	0	0	0	0	0	0	32
